Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Src IP
80,18657986,252,288,1332.0,400541.0,333.0,0.0,5.285714285714286,41.70258137229951,1460.0,0.0,1390.7673611111104,296.5947939916969,21538.92708462746,28.94203050640085,34615.92949907235,248806.219122998,3981069.0,0.0,18601724.0,74110.45418326693,360986.22502048034,3981128.0,29.0,17969665.0,62612.073170731725,338879.1916760693,3981129.0,0.0,0,0,0,0,5040,5776,13.506280902987063,15.435749603413786,0.0,1460.0,742.8336414048059,725.4948158526863,526342.7278291231,0,1,0,0,0,0,0,0,1.0,744.2092592592593,5.285714285714286,1390.767361111111,5040,-1,64240,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
53,34099,0,2,0.0,137.0,0.0,0.0,0.0,0.0,93.0,44.0,68.5,34.64823227814083,4017.7131294172855,58.65274641485088,34099.0,0.0,34099.0,34099.0,0.0,0.0,0.0,0.0,0.0,34099.0,34099.0,0.0,34099.0,34099.0,0,0,0,0,0,16,0.0,58.65274641485088,44.0,93.0,60.33333333333333,28.29016319029166,800.3333333333333,0,0,0,0,0,0,0,0,0.0,90.5,0.0,68.5,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
53,49688,0,2,0.0,548.0,0.0,0.0,0.0,0.0,501.0,47.0,274.0,321.0264786586925,11028.819835775235,40.25116728385123,49688.0,0.0,49688.0,49688.0,0.0,0.0,0.0,0.0,0.0,49688.0,49688.0,0.0,49688.0,49688.0,0,0,0,0,0,16,0.0,40.25116728385123,47.0,501.0,198.33333333333331,262.1170222120901,68705.33333333334,0,0,0,0,0,0,0,0,0.0,297.5,0.0,274.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
443,799564,23,23,900.0,16289.0,328.0,0.0,39.130434782608695,84.18502584827719,1460.0,0.0,708.2173913043479,661.2863467599094,21497.966391683465,57.53135458825059,17768.08888888889,38475.90780240529,211280.0,0.0,753811.0,34264.13636363636,61781.25052866186,211367.0,242.0,799511.0,36341.40909090909,51527.17025642102,211387.0,0.0,0,0,0,0,460,476,28.765677294125297,28.765677294125297,0.0,1460.0,365.7234042553192,572.2089046207595,327423.0305272895,0,1,0,0,0,0,0,0,1.0,373.6739130434783,39.130434782608695,708.2173913043479,460,-1,64240,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
80,88428478,2424,3219,12293.0,4575742.0,334.0,0.0,5.071369636963706,40.74315153050338,1460.0,0.0,1421.4793414103774,216.1296708237448,51884.13397774414,63.81428390071353,15673.250265863198,154396.5755148213,2643290.0,0.0,88417032.0,36490.72719768882,234056.04860232465,2643290.0,35.0,85785162.0,26657.91236793044,200046.72249940343,2395033.0,0.0,0,0,0,0,48480,64396,27.41198372768556,36.40230017302797,0.0,1460.0,812.9048547129692,720.4625018243448,519066.2165349941,0,1,0,0,0,0,0,0,1.0,813.0489101541733,5.071369636963697,1421.4793414103758,48480,-1,64240,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
443,3094,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.4124111182934,3094.0,0.0,3094.0,3094.0,0.0,0.0,0.0,0.0,0.0,3094.0,3094.0,0.0,3094.0,3094.0,0,0,0,0,0,40,0.0,646.4124111182934,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,-1,64239,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
53,40913,0,2,0.0,268.0,0.0,0.0,0.0,0.0,221.0,47.0,134.0,123.03657992645928,6550.485175860974,48.88421773030577,40913.0,0.0,40913.0,40913.0,0.0,0.0,0.0,0.0,0.0,40913.0,40913.0,0.0,40913.0,40913.0,0,0,0,0,0,16,0.0,48.88421773030577,47.0,221.0,105.0,100.45894683899488,10092.0,0,0,0,0,0,0,0,0,0.0,157.5,0.0,134.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
80,10688614,824,889,648.0,1275405.0,331.0,0.0,0.7864077669902917,15.956365461621392,1460.0,0.0,1434.6512935883006,129.46625486893754,119384.32803355048,160.2639968100635,6243.3492990654295,43003.84386668044,1084280.0,0.0,10524476.0,12787.941676792228,61269.08001929048,1084326.0,31.0,10688614.0,12036.72747747747,59150.43874676387,1084329.0,0.0,0,0,0,0,16480,17796,77.09137966812162,83.17261714194188,0.0,1460.0,744.4883313885643,722.763529675328,522387.1198287387,0,1,0,0,0,0,0,0,1.0,744.922942206655,0.7864077669902912,1434.6512935883015,16480,-1,64240,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
49817,14998991,637,631,903176.0,2453.0,1460.0,0.0,1417.858712715855,212.47701793645928,1460.0,0.0,3.8874801901743226,62.37046272702595,60379.3281828091,84.53901999141142,11838.193370165753,102239.62346788235,1981655.0,0.0,13733344.0,21593.30817610062,137399.4408902629,1981705.0,0.0,14998991.0,23807.922222222223,144141.3128696367,1981706.0,20.0,0,0,0,0,12740,12620,42.46952344994406,42.06949654146736,0.0,1460.0,714.8061465721049,724.4535710359885,524832.976586796,0,0,0,0,1,0,0,0,0.0,715.3698738170347,1417.8587127158555,3.887480190174327,12740,-1,0,635,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,199.232.214.172
80,94278209,1469,2194,16872.0,3084867.0,444.0,0.0,11.485364193328808,70.50512057142844,1460.0,0.0,1406.0469462169567,243.9481568313323,32899.85069614549,38.853092765052416,25745.0051884216,208041.4042785889,3995588.0,0.0,94074535.0,64083.47070844695,324975.85782090964,3995687.0,41.0,91293411.0,41629.46238030095,262305.8587317198,3995631.0,0.0,0,0,0,0,29380,43896,15.581543344761672,23.271549420290743,0.0,1460.0,846.5444868995627,710.6125665203207,504970.21969659714,0,1,0,0,0,0,0,0,1.0,846.7755937755937,11.485364193328795,1406.0469462169551,29380,-1,64240,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
80,1033229,143,2,7150.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,25.0,35.35533905932738,6968.445523693199,140.33675012993248,7175.201388888886,21814.265928060424,107475.0,0.0,933635.0,6574.894366197182,20535.219629798983,107475.0,0.0,1033229.0,1033229.0,0.0,1033229.0,1033229.0,0,0,0,0,2860,40,138.40107081779547,1.935679312137,0.0,50.0,49.65753424657535,4.13802944301184,17.123287671232877,0,1,0,0,0,0,0,0,0.0,50.0,50.0,25.0,2860,-1,0,143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.11
53,96279,0,2,0.0,152.0,0.0,0.0,0.0,0.0,113.0,39.0,76.0,52.32590180780452,1578.7451053708492,20.77296191277433,96279.0,0.0,96279.0,96279.0,0.0,0.0,0.0,0.0,0.0,96279.0,96279.0,0.0,96279.0,96279.0,0,0,0,0,0,16,0.0,20.77296191277433,39.0,113.0,63.66666666666667,42.72391992003231,1825.3333333333333,0,0,0,0,0,0,0,0,0.0,95.5,0.0,76.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
80,89966345,1560,2258,17273.0,3165409.0,443.0,0.0,11.0724358974359,69.16952993122572,1460.0,0.0,1401.8640389725383,247.9864872438514,35376.36212741553,42.43809171085032,23569.90961488073,190000.7303744595,3087125.0,0.0,89707449.0,57541.66067992304,294130.44079486554,3087125.0,19.0,86879175.0,38493.21001329199,239519.22046125116,2056960.0,0.0,0,0,0,0,31200,45176,17.339817461740832,25.098274249109487,0.0,1460.0,833.3809897879037,711.2682699028003,505902.5517705227,0,1,0,0,0,0,0,0,1.0,833.5992666317444,11.072435897435897,1401.8640389725422,31200,-1,64240,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
443,26225,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.26310772163966,26225.0,0.0,26225.0,26225.0,0.0,0.0,0.0,0.0,0.0,26225.0,26225.0,0.0,26225.0,26225.0,0,0,0,0,0,40,0.0,76.26310772163966,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,-1,32767,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
443,2976734,11,11,2166.0,680.0,898.0,0.0,196.9090909090909,314.7927745503237,270.0,0.0,61.81818181818181,97.26542878311716,956.0813965910288,7.390650289881461,141749.23809523808,555806.828892998,2563654.0,49.0,2942018.0,294201.8,798270.1720542433,2563654.0,511.0,2976656.0,297665.60000000003,838400.8878519472,2682858.0,1604.0,0,0,0,0,220,236,3.6953251449407305,3.6953251449407305,0.0,898.0,123.73913043478262,233.7374629387161,54633.20158102768,0,1,0,0,0,0,0,0,1.0,129.36363636363637,196.9090909090909,61.81818181818182,220,-1,64240,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,192.168.77.21
