No.,Time,Source,Destination,Protocol,Length,Info,Tcp Flags,Source MAC,Destination MAC,Source IP ARP,Destination IP ARP,Time to live,Flags,Delta time,Frame length,Label
3427,31:35.2,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=121546 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.002275,1514,0
3428,31:35.2,192.168.77.21,199.232.210.172,TCP,54,49961  >  80 [ACK] Seq=879 Ack=123006 Win=8320 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,5.50E-05,54,0
3429,31:35.2,199.232.210.172,192.168.77.21,TCP,1390,"80  >  49961 [PSH, ACK] Seq=123006 Ack=879 Win=64240 Len=1336 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000392,1390,0
3430,31:35.2,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=124342 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.002286,1514,0
3431,31:35.2,192.168.77.21,199.232.210.172,TCP,54,49961  >  80 [ACK] Seq=879 Ack=125802 Win=5524 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,5.90E-05,54,0
3432,31:35.2,199.232.210.172,192.168.77.21,TCP,1390,"80  >  49961 [PSH, ACK] Seq=125802 Ack=879 Win=64240 Len=1336 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.00018,1390,0
3433,31:35.2,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=127138 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001826,1514,0
3434,31:35.2,192.168.77.21,199.232.210.172,TCP,54,49961  >  80 [ACK] Seq=879 Ack=128598 Win=2728 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,9.80E-05,54,0
3435,31:35.2,199.232.210.172,192.168.77.21,TCP,1390,"80  >  49961 [PSH, ACK] Seq=128598 Ack=879 Win=64240 Len=1336 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000325,1390,0
3436,31:35.2,199.232.210.172,192.168.77.21,TCP,1446,"[TCP Window Full] 80  >  49961 [PSH, ACK] Seq=129934 Ack=879 Win=64240 Len=1392 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.002059,1446,0
3437,31:35.2,192.168.77.21,199.232.210.172,TCP,54,[TCP ZeroWindow] 49961  >  80 [ACK] Seq=879 Ack=131326 Win=0 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,6.60E-05,54,0
3438,31:35.2,199.232.210.172,192.168.77.21,TCP,60,[TCP ZeroWindowProbe] 80  >  49961 [ACK] Seq=131326 Ack=879 Win=64240 Len=1 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.002114,60,0
3439,31:35.2,192.168.77.21,199.232.210.172,TCP,54,[TCP ZeroWindowProbeAck] [TCP ZeroWindow] 49961  >  80 [ACK] Seq=879 Ack=131326 Win=0 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,0.000231,54,0
3440,31:35.2,157.240.199.17,192.168.77.21,TCP,82,"[TCP Retransmission] 443  >  49953 [PSH, ACK] Seq=57 Ack=97 Win=64240 Len=28",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.026928,82,0
3441,31:35.2,192.168.77.21,157.240.199.17,TCP,54,49953  >  443 [ACK] Seq=97 Ack=85 Win=62832 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,4.30E-05,54,0
3442,31:35.4,199.232.210.172,192.168.77.21,TCP,60,[TCP ZeroWindowProbe] 80  >  49961 [ACK] Seq=131326 Ack=879 Win=64240 Len=1 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.185612,60,0
3443,31:35.4,192.168.77.21,199.232.210.172,TCP,54,[TCP ZeroWindowProbeAck] [TCP ZeroWindow] 49961  >  80 [ACK] Seq=879 Ack=131326 Win=0 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,4.50E-05,54,0
3444,31:35.6,50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,,50:00:00:02:00:03,01:80:c2:00:00:00,,,,,0.241816,60,0
3445,31:35.8,199.232.210.172,192.168.77.21,TCP,60,[TCP ZeroWindowProbe] 80  >  49961 [ACK] Seq=131326 Ack=879 Win=64240 Len=1 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.162612,60,0
3446,31:35.8,192.168.77.21,199.232.210.172,TCP,54,[TCP ZeroWindowProbeAck] [TCP ZeroWindow] 49961  >  80 [ACK] Seq=879 Ack=131326 Win=0 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,4.20E-05,54,0
3447,31:36.6,199.232.210.172,192.168.77.21,TCP,60,[TCP ZeroWindowProbe] 80  >  49961 [ACK] Seq=131326 Ack=879 Win=64240 Len=1 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.80355,60,0
3448,31:36.6,192.168.77.21,199.232.210.172,TCP,54,[TCP ZeroWindowProbeAck] [TCP ZeroWindow] 49961  >  80 [ACK] Seq=879 Ack=131326 Win=0 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,6.00E-05,54,0
3449,31:37.7,50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,,50:00:00:02:00:03,01:80:c2:00:00:00,,,,,1.055424,60,0
3450,31:38.2,199.232.210.172,192.168.77.21,TCP,60,[TCP ZeroWindowProbe] 80  >  49961 [ACK] Seq=131326 Ack=879 Win=64240 Len=1 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.552986,60,0
3451,31:38.2,192.168.77.21,199.232.210.172,TCP,54,[TCP ZeroWindowProbeAck] [TCP ZeroWindow] 49961  >  80 [ACK] Seq=879 Ack=131326 Win=0 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,4.90E-05,54,0
3452,31:39.7,50:00:00:02:00:03,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/1/50:00:00:02:00:00  Cost = 0  Port = 0x8004,,50:00:00:02:00:03,01:80:c2:00:00:00,,,,,1.471412,60,0
3453,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Window Update] 49961  >  80 [ACK] Seq=879 Ack=131326 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,1.180145,54,0
3454,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=131326 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.003894,1514,0
3455,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=132786 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000209,1514,0
3456,31:40.9,192.168.77.21,199.232.210.172,TCP,54,49961  >  80 [ACK] Seq=879 Ack=134246 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,3.80E-05,54,0
3457,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=134246 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001793,1514,0
3458,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=135706 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000524,1514,0
3459,31:40.9,192.168.77.21,199.232.210.172,TCP,54,49961  >  80 [ACK] Seq=879 Ack=137166 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,5.20E-05,54,0
3460,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=137166 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001299,1514,0
3461,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=138626 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000371,1514,0
3462,31:40.9,192.168.77.21,199.232.210.172,TCP,54,49961  >  80 [ACK] Seq=879 Ack=140086 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,4.70E-05,54,0
3463,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=140086 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.002261,1514,0
3464,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=141546 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000476,1514,0
3465,31:40.9,192.168.77.21,199.232.210.172,TCP,54,49961  >  80 [ACK] Seq=879 Ack=143006 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,5.00E-05,54,0
3466,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=143006 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001886,1514,0
3467,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=144466 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000387,1514,0
3468,31:40.9,192.168.77.21,199.232.210.172,TCP,54,49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,5.50E-05,54,0
3469,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,[TCP Previous segment not captured] 80  >  49961 [ACK] Seq=151766 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001785,1514,0
3470,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#1] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,6.90E-05,54,0
3471,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=153226 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000308,1514,0
3472,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#2] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,3.90E-05,54,0
3473,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=154686 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.002115,1514,0
3474,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#3] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,6.40E-05,54,0
3475,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=156146 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000338,1514,0
3476,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#4] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,5.20E-05,54,0
3477,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=157606 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.002035,1514,0
3478,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#5] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,6.30E-05,54,0
3479,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=159066 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000622,1514,0
3480,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#6] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,5.50E-05,54,0
3481,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=160526 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.002987,1514,0
3482,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#7] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,7.20E-05,54,0
3483,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=161986 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000316,1514,0
3484,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#8] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,3.90E-05,54,0
3485,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=163446 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.002151,1514,0
3486,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#9] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,6.10E-05,54,0
3487,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=164906 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000495,1514,0
3488,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#10] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,6.10E-05,54,0
3489,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,[TCP Previous segment not captured] 80  >  49961 [ACK] Seq=195565 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001571,1514,0
3490,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#11] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,4.90E-05,54,0
3491,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,"80  >  49961 [PSH, ACK] Seq=197025 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000277,1514,0
3492,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#12] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,3.70E-05,54,0
3493,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=198485 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001549,1514,0
3494,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#13] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,4.00E-05,54,0
3495,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,"80  >  49961 [PSH, ACK] Seq=199945 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000343,1514,0
3496,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#14] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,2.40E-05,54,0
3497,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=201405 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001657,1514,0
3498,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#15] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,4.80E-05,54,0
3499,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,"80  >  49961 [PSH, ACK] Seq=202865 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000293,1514,0
3500,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#16] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,2.60E-05,54,0
3501,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=204325 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001584,1514,0
3502,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#17] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,4.10E-05,54,0
3503,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,"80  >  49961 [PSH, ACK] Seq=205785 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU]",\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.000275,1514,0
3504,31:40.9,192.168.77.21,199.232.210.172,TCP,54,[TCP Dup ACK 3468#18] 49961  >  80 [ACK] Seq=879 Ack=145926 Win=64240 Len=0,\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,50:00:00:06:00:00,aa:bb:cc:00:10:10,,,128,0x4000,3.10E-05,54,0
3505,31:40.9,199.232.210.172,192.168.77.21,TCP,1514,80  >  49961 [ACK] Seq=207245 Ack=879 Win=64240 Len=1460 [TCP segment of a reassembled PDU],\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267,aa:bb:cc:00:10:10,50:00:00:06:00:00,,,127,0x0000,0.001753,1514,0
